type,procedure_code
occasionally_op,T578
occasionally_op,T628
occasionally_op,T728
occasionally_op,T813
occasionally_op,T873
occasionally_op,T882
occasionally_dc,A145
occasionally_dc,A203
occasionally_dc,A331
occasionally_dc,A523
occasionally_dc,A535
occasionally_dc,A538
occasionally_dc,A543
occasionally_dc,A572
occasionally_dc,A621
occasionally_dc,A701
occasionally_dc,A703
occasionally_dc,A736
occasionally_dc,A847
occasionally_dc,B085
occasionally_dc,B101
occasionally_dc,B121
occasionally_dc,B142
occasionally_dc,B144
occasionally_dc,B145
occasionally_dc,B149
occasionally_dc,B274
occasionally_dc,B275
occasionally_dc,B278
occasionally_dc,B279
occasionally_dc,B281
occasionally_dc,B295
occasionally_dc,B298
occasionally_dc,B301
occasionally_dc,B302
occasionally_dc,B304
occasionally_dc,B311
occasionally_dc,B312
occasionally_dc,B313
occasionally_dc,B318
occasionally_dc,B332
occasionally_dc,B374
occasionally_dc,C013
occasionally_dc,C051
occasionally_dc,C104
occasionally_dc,C171
occasionally_dc,C191
occasionally_dc,C248
occasionally_dc,C278
occasionally_dc,C408
occasionally_dc,C465
occasionally_dc,C511
occasionally_dc,C592
occasionally_dc,C652
occasionally_dc,C743
occasionally_dc,C848
occasionally_dc,C867
occasionally_dc,D028
occasionally_dc,D031
occasionally_dc,D063
occasionally_dc,D101
occasionally_dc,D102
occasionally_dc,D103
occasionally_dc,D104
occasionally_dc,D106
occasionally_dc,D121
occasionally_dc,D124
occasionally_dc,D127
occasionally_dc,D162
occasionally_dc,D207
occasionally_dc,D231
occasionally_dc,D241
occasionally_dc,D242
occasionally_dc,E022
occasionally_dc,E027
occasionally_dc,E052
occasionally_dc,E092
occasionally_dc,E093
occasionally_dc,E096
occasionally_dc,E101
occasionally_dc,E136
occasionally_dc,E147
occasionally_dc,E154
occasionally_dc,E162
occasionally_dc,E231
occasionally_dc,E241
occasionally_dc,E242
occasionally_dc,E243
occasionally_dc,E248
occasionally_dc,E258
occasionally_dc,E275
occasionally_dc,E281
occasionally_dc,E288
occasionally_dc,E348
occasionally_dc,E353
occasionally_dc,E358
occasionally_dc,E483
occasionally_dc,E484
occasionally_dc,E488
occasionally_dc,E503
occasionally_dc,E508
occasionally_dc,E511
occasionally_dc,E519
occasionally_dc,E641
occasionally_dc,F022
occasionally_dc,F051
occasionally_dc,F053
occasionally_dc,F068
occasionally_dc,F111
occasionally_dc,F112
occasionally_dc,F113
occasionally_dc,F115
occasionally_dc,F182
occasionally_dc,F202
occasionally_dc,F232
occasionally_dc,F241
occasionally_dc,F268
occasionally_dc,F305
occasionally_dc,F321
occasionally_dc,F328
occasionally_dc,F384
occasionally_dc,F422
occasionally_dc,F444
occasionally_dc,F445
occasionally_dc,F451
occasionally_dc,F452
occasionally_dc,F485
occasionally_dc,F562
occasionally_dc,F581
occasionally_dc,G153
occasionally_dc,G163
occasionally_dc,G183
occasionally_dc,G215
occasionally_dc,G234
occasionally_dc,G243
occasionally_dc,G303
occasionally_dc,G336
occasionally_dc,G344
occasionally_dc,G345
occasionally_dc,G387
occasionally_dc,G434
occasionally_dc,G445
occasionally_dc,G485
occasionally_dc,G601
occasionally_dc,G603
occasionally_dc,G608
occasionally_dc,G674
occasionally_dc,G758
occasionally_dc,H012
occasionally_dc,H021
occasionally_dc,H022
occasionally_dc,H029
occasionally_dc,H122
occasionally_dc,H243
occasionally_dc,H244
occasionally_dc,H258
occasionally_dc,H341
occasionally_dc,H358
occasionally_dc,H402
occasionally_dc,H412
occasionally_dc,H418
occasionally_dc,H425
occasionally_dc,H426
occasionally_dc,H556
occasionally_dc,H581
occasionally_dc,J091
occasionally_dc,J121
occasionally_dc,J141
occasionally_dc,J181
occasionally_dc,J182
occasionally_dc,J185
occasionally_dc,J189
occasionally_dc,J439
occasionally_dc,J449
occasionally_dc,J459
occasionally_dc,J501
occasionally_dc,J614
occasionally_dc,K165
occasionally_dc,K575
occasionally_dc,K576
occasionally_dc,K586
occasionally_dc,K593
occasionally_dc,K596
occasionally_dc,K601
occasionally_dc,K604
occasionally_dc,K607
occasionally_dc,K621
occasionally_dc,K625
occasionally_dc,K651
occasionally_dc,K652
occasionally_dc,K721
occasionally_dc,K723
occasionally_dc,L031
occasionally_dc,L133
occasionally_dc,L312
occasionally_dc,L394
occasionally_dc,L431
occasionally_dc,L433
occasionally_dc,L434
occasionally_dc,L435
occasionally_dc,L474
occasionally_dc,L543
occasionally_dc,L544
occasionally_dc,L635
occasionally_dc,L665
occasionally_dc,L711
occasionally_dc,L713
occasionally_dc,L714
occasionally_dc,L721
occasionally_dc,L741
occasionally_dc,L745
occasionally_dc,L746
occasionally_dc,L748
occasionally_dc,L751
occasionally_dc,L752
occasionally_dc,L754
occasionally_dc,L912
occasionally_dc,L918
occasionally_dc,L944
occasionally_dc,L945
occasionally_dc,L946
occasionally_dc,L951
occasionally_dc,L978
occasionally_dc,M091
occasionally_dc,M092
occasionally_dc,M093
occasionally_dc,M094
occasionally_dc,M101
occasionally_dc,M108
occasionally_dc,M111
occasionally_dc,M132
occasionally_dc,M136
occasionally_dc,M137
occasionally_dc,M138
occasionally_dc,M165
occasionally_dc,M193
occasionally_dc,M198
occasionally_dc,M253
occasionally_dc,M258
occasionally_dc,M271
occasionally_dc,M274
occasionally_dc,M275
occasionally_dc,M277
occasionally_dc,M278
occasionally_dc,M281
occasionally_dc,M291
occasionally_dc,M292
occasionally_dc,M294
occasionally_dc,M301
occasionally_dc,M305
occasionally_dc,M306
occasionally_dc,M309
occasionally_dc,M332
occasionally_dc,M335
occasionally_dc,M382
occasionally_dc,M421
occasionally_dc,M423
occasionally_dc,M441
occasionally_dc,M442
occasionally_dc,M443
occasionally_dc,M452
occasionally_dc,M454
occasionally_dc,M471
occasionally_dc,M493
occasionally_dc,M534
occasionally_dc,M535
occasionally_dc,M651
occasionally_dc,M654
occasionally_dc,M655
occasionally_dc,M662
occasionally_dc,M668
occasionally_dc,M672
occasionally_dc,M703
occasionally_dc,M705
occasionally_dc,M706
occasionally_dc,M711
occasionally_dc,M723
occasionally_dc,M736
occasionally_dc,M761
occasionally_dc,M765
occasionally_dc,M791
occasionally_dc,M794
occasionally_dc,M851
occasionally_dc,M868
occasionally_dc,N032
occasionally_dc,N135
occasionally_dc,N242
occasionally_dc,N283
occasionally_dc,N328
occasionally_dc,O251
occasionally_dc,O261
occasionally_dc,O271
occasionally_dc,P034
occasionally_dc,P052
occasionally_dc,P058
occasionally_dc,P063
occasionally_dc,P072
occasionally_dc,P092
occasionally_dc,P181
occasionally_dc,P202
occasionally_dc,P232
occasionally_dc,P233
occasionally_dc,P234
occasionally_dc,P255
occasionally_dc,P294
occasionally_dc,Q018
occasionally_dc,Q051
occasionally_dc,Q093
occasionally_dc,Q135
occasionally_dc,Q137
occasionally_dc,Q151
occasionally_dc,Q208
occasionally_dc,Q221
occasionally_dc,Q223
occasionally_dc,Q231
occasionally_dc,Q232
occasionally_dc,Q233
occasionally_dc,Q234
occasionally_dc,Q235
occasionally_dc,Q432
occasionally_dc,Q474
occasionally_dc,Q511
occasionally_dc,Q521
occasionally_dc,R121
occasionally_dc,S052
occasionally_dc,S055
occasionally_dc,S158
occasionally_dc,S273
occasionally_dc,S352
occasionally_dc,S358
occasionally_dc,S422
occasionally_dc,S423
occasionally_dc,S424
occasionally_dc,S441
occasionally_dc,S455
occasionally_dc,S472
occasionally_dc,S476
occasionally_dc,S493
occasionally_dc,S604
occasionally_dc,S622
occasionally_dc,S627
occasionally_dc,S628
occasionally_dc,S689
occasionally_dc,T013
occasionally_dc,T021
occasionally_dc,T024
occasionally_dc,T111
occasionally_dc,T121
occasionally_dc,T122
occasionally_dc,T128
occasionally_dc,T191
occasionally_dc,T252
occasionally_dc,T253
occasionally_dc,T262
occasionally_dc,T263
occasionally_dc,T309
occasionally_dc,T315
occasionally_dc,T318
occasionally_dc,T331
occasionally_dc,T361
occasionally_dc,T368
occasionally_dc,T373
occasionally_dc,T413
occasionally_dc,T415
occasionally_dc,T453
occasionally_dc,T454
occasionally_dc,T463
occasionally_dc,T468
occasionally_dc,T549
occasionally_dc,T554
occasionally_dc,T578
occasionally_dc,T628
occasionally_dc,T641
occasionally_dc,T644
occasionally_dc,T658
occasionally_dc,T675
occasionally_dc,T678
occasionally_dc,T705
occasionally_dc,T728
occasionally_dc,T773
occasionally_dc,T812
occasionally_dc,T813
occasionally_dc,T852
occasionally_dc,T873
occasionally_dc,T874
occasionally_dc,T882
occasionally_dc,T941
occasionally_dc,T982
